problem_id,predicted_objective_value,actual_objective_value,solution_fitness,ga_solve_time,pulp_solve_time,time_difference,ga_faster,speedup_factor
521,-24,-24.0,-24.0,0.02591705322265625,0.01291203498840332,-0.01300501823425293,False,0.4982061377686194
737,-70,-70.0,-70.0,0.02479386329650879,0.011149883270263672,-0.013643980026245117,False,0.44970334541748
740,-10,-10.0,-10.0,0.025033950805664062,0.012148857116699219,-0.012885093688964844,False,0.4852952380952381
660,-25,-25.0,-25.0,0.023847103118896484,0.013224124908447266,-0.010622978210449219,False,0.5545380016396393
411,-80,-80.0,-80.0,0.025728940963745117,0.011169195175170898,-0.014559745788574219,False,0.43411017930778856
678,-94,-96.0,-94.0,0.02774500846862793,0.013775825500488281,-0.013969182968139648,False,0.4965154548813708
626,-30,-30.0,-30.0,0.024595975875854492,0.013020753860473633,-0.01157522201538086,False,0.5293855355117629
513,-120,-120.0,-120.0,0.02460503578186035,0.012918949127197266,-0.011686086654663086,False,0.5250530518115134
859,-40,-44.0,-40.0,0.023638010025024414,0.012417793273925781,-0.011220216751098633,False,0.5253315850521962
136,-32,-35.0,-32.0,0.02591085433959961,0.012436151504516602,-0.013474702835083008,False,0.4799591453652073
811,-190,-190.0,-190.0,0.026362895965576172,0.013195991516113281,-0.01316690444946289,False,0.5005516667571038
76,-70,-70.0,-70.0,0.02431011199951172,0.011060953140258789,-0.01324915885925293,False,0.4549939194225413
636,-88,-93.0,-88.0,0.02353215217590332,0.01176905632019043,-0.01176309585571289,False,0.5001266451201102
973,-162,-162.0,-162.0,0.025261878967285156,0.012493133544921875,-0.012768745422363281,False,0.49454490543244367
938,-41,-47.0,-41.0,0.02669692039489746,0.01376485824584961,-0.012932062149047852,False,0.5155972315248939
899,-24,-28.0,-24.0,0.02761697769165039,0.012827873229980469,-0.014789104461669922,False,0.4644922906918521
280,-120,-120.0,-120.0,0.024805784225463867,0.011793136596679688,-0.01301264762878418,False,0.47541881721980334
883,0,0.0,0.0,0.025043010711669922,0.011482000350952148,-0.013561010360717773,False,0.4584912127039738
761,-164,-164.0,-164.0,0.026968955993652344,0.013208150863647461,-0.013760805130004883,False,0.4897538809717458
319,-120,-120.0,-120.0,0.023964881896972656,0.012567996978759766,-0.01139688491821289,False,0.5244339209678062
549,-10,-10.0,-10.0,0.02538013458251953,0.012340068817138672,-0.01304006576538086,False,0.48620974711607107
174,-120,-120.0,-120.0,0.026330232620239258,0.01282191276550293,-0.013508319854736328,False,0.48696541919827596
371,-5,-5.0,-5.0,0.02632904052734375,0.0119171142578125,-0.01441192626953125,False,0.4526224282816575
527,-10,-11.0,-10.0,0.028011083602905273,0.013966798782348633,-0.01404428482055664,False,0.4986168682492531
210,-182,-188.0,-182.0,0.02816915512084961,0.014800786972045898,-0.013368368148803711,False,0.5254253068133728
235,-34,-40.0,-34.0,0.027492046356201172,0.013555049896240234,-0.013936996459960938,False,0.49305350793513136
101,0,0.0,0.0,0.026318073272705078,0.013238906860351562,-0.013079166412353516,False,0.5030348051383328
986,0,0.0,0.0,0.024255037307739258,0.011103153228759766,-0.013151884078979492,False,0.45776689962942213
902,0,0.0,0.0,0.02542591094970703,0.012269973754882812,-0.013155937194824219,False,0.4825775477288924
947,-38,-42.0,-38.0,0.024238109588623047,0.011644840240478516,-0.012593269348144531,False,0.480435167515886
346,-110,-110.0,-110.0,0.0282590389251709,0.01250600814819336,-0.01575303077697754,False,0.4425489550904013
139,-8,-16.0,-8.0,0.028414011001586914,0.013568878173828125,-0.014845132827758789,False,0.4775418075635399
621,-50,-50.0,-50.0,0.02484297752380371,0.011508941650390625,-0.013334035873413086,False,0.46326740179848175
499,-81,-86.0,-81.0,0.026545286178588867,0.014531135559082031,-0.012014150619506836,False,0.5474092636003557
370,-200,-200.0,-200.0,0.02721095085144043,0.012027978897094727,-0.015182971954345703,False,0.44202714424652373
198,-48,-48.0,-48.0,0.025772809982299805,0.013365983963012695,-0.01240682601928711,False,0.5186079427191741
687,0,0.0,0.0,0.023101091384887695,0.011118650436401367,-0.011982440948486328,False,0.4813041189766031
584,0,0.0,0.0,0.026388883590698242,0.011242866516113281,-0.015146017074584961,False,0.42604555351770373
901,0,0.0,0.0,0.025831222534179688,0.01324319839477539,-0.012588024139404297,False,0.5126818282507568
59,0,0.0,0.0,0.027263879776000977,0.011225223541259766,-0.01603865623474121,False,0.41172509684923003
328,0,0.0,0.0,0.02275395393371582,0.012819051742553711,-0.00993490219116211,False,0.5633768873707262
96,-15,-16.0,-15.0,0.0247039794921875,0.014062881469726562,-0.010641098022460938,False,0.5692557134033354
312,0,0.0,0.0,0.0243227481842041,0.011708259582519531,-0.01261448860168457,False,0.48137075193350126
974,-12,-12.0,-12.0,0.025654077529907227,0.0143890380859375,-0.011265039443969727,False,0.5608869806042694
299,0,0.0,0.0,0.02551102638244629,0.01159214973449707,-0.013918876647949219,False,0.4543976224521266
277,-6,-8.0,-6.0,0.024731874465942383,0.014123201370239258,-0.010608673095703125,False,0.5710526062101742
924,-24,-24.0,-24.0,0.026463985443115234,0.012170076370239258,-0.014293909072875977,False,0.4598731508675832
601,-46,-50.0,-46.0,0.029032230377197266,0.011775016784667969,-0.017257213592529297,False,0.4055842982672251
439,-64,-64.0,-64.0,0.027394771575927734,0.013545036315917969,-0.013849735260009766,False,0.49443873909940644
837,-50,-50.0,-50.0,0.024697065353393555,0.012790918350219727,-0.011906147003173828,False,0.5179124793651713
570,-100,-100.0,-100.0,0.02528214454650879,0.015093803405761719,-0.01018834114074707,False,0.5970143623692723
879,0,0.0,0.0,0.025487899780273438,0.01137089729309082,-0.014117002487182617,False,0.44612923744668115
261,0,0.0,0.0,0.023619651794433594,0.01302194595336914,-0.010597705841064453,False,0.5513182864295232
578,-42,-43.0,-42.0,0.02764892578125,0.014181137084960938,-0.013467788696289062,False,0.5129001103752759
23,0,0.0,0.0,0.023516178131103516,0.011440038681030273,-0.012076139450073242,False,0.4864752519415212
30,-90,-90.0,-90.0,0.024475812911987305,0.01240086555480957,-0.012074947357177734,False,0.5066579647181445
617,-6,-6.0,-6.0,0.026439189910888672,0.01213979721069336,-0.014299392700195312,False,0.4591591970710769
10,-4,-4.0,-4.0,0.02451610565185547,0.010994911193847656,-0.013521194458007812,False,0.44847706850274244
221,-27,-30.0,-27.0,0.02644515037536621,0.012387990951538086,-0.014057159423828125,False,0.4684409343755353
820,-44,-57.0,-44.0,0.02741718292236328,0.013443231582641602,-0.01397395133972168,False,0.49032140248356465
296,-27,-27.0,-27.0,0.025989055633544922,0.01170206069946289,-0.014286994934082031,False,0.4502687925435297
54,0,0.0,0.0,0.02583599090576172,0.011679887771606445,-0.014156103134155273,False,0.4520781809457015
542,0,0.0,0.0,0.02630782127380371,0.011246681213378906,-0.015061140060424805,False,0.4275033305239118
209,-32,-32.0,-32.0,0.025101661682128906,0.013118267059326172,-0.011983394622802734,False,0.522605524106227
604,-50,-50.0,-50.0,0.027200937271118164,0.012324810028076172,-0.014876127243041992,False,0.4531024025103209
692,-74,-90.0,-74.0,0.026555776596069336,0.014580965042114258,-0.011974811553955078,False,0.5490694271118572
662,-90,-90.0,-90.0,0.025455236434936523,0.013109207153320312,-0.012346029281616211,False,0.5149905869791228
866,-78,-81.0,-78.0,0.025294065475463867,0.011491060256958008,-0.01380300521850586,False,0.4542986681245346
70,-64,-64.0,-64.0,0.023169994354248047,0.01234579086303711,-0.010824203491210938,False,0.5328352987178696
543,-120,-120.0,-120.0,0.024956941604614258,0.012146949768066406,-0.012809991836547852,False,0.48671627960296915
107,-115,-120.0,-115.0,0.026988983154296875,0.011531829833984375,-0.0154571533203125,False,0.4272791519434629
493,-5,-5.0,-5.0,0.025360107421875,0.011232137680053711,-0.014127969741821289,False,0.44290576113116725
590,-50,-50.0,-50.0,0.026456117630004883,0.011127948760986328,-0.015328168869018555,False,0.4206191141350876
741,-90,-90.0,-90.0,0.02539801597595215,0.012516021728515625,-0.012881994247436523,False,0.49279525378542527
292,-117,-126.0,-117.0,0.02855086326599121,0.014388799667358398,-0.014162063598632812,False,0.5039707392840144
289,0,0.0,0.0,0.026173114776611328,0.012722969055175781,-0.013450145721435547,False,0.4861083277159358
652,-8,-8.0,-8.0,0.028404951095581055,0.01232290267944336,-0.016082048416137695,False,0.4338293925582723
39,0,0.0,0.0,0.022729873657226562,0.011411905288696289,-0.011317968368530273,False,0.5020663757657129
589,-96,-96.0,-96.0,0.025708913803100586,0.012016773223876953,-0.013692140579223633,False,0.46741660561434095
307,-100,-100.0,-100.0,0.02605581283569336,0.012885093688964844,-0.013170719146728516,False,0.49451896857785993
679,-20,-20.0,-20.0,0.023038864135742188,0.012161016464233398,-0.010877847671508789,False,0.5278479178739962
66,-12,-12.0,-12.0,0.0260159969329834,0.013850688934326172,-0.012165307998657227,False,0.5323912425883668
275,0,0.0,0.0,0.026415109634399414,0.013018131256103516,-0.013396978378295898,False,0.49282896933921816
67,-79,-101.0,-79.0,0.027070999145507812,0.013611078262329102,-0.013459920883178711,False,0.5027918692313113
318,-122,-122.0,-122.0,0.02660679817199707,0.01194000244140625,-0.01466679573059082,False,0.44875758308915115
548,-30,-30.0,-30.0,0.024394989013671875,0.012423038482666016,-0.01197195053100586,False,0.5092455043002345
998,-73,-93.0,-73.0,0.026558876037597656,0.012022018432617188,-0.014536857604980469,False,0.45265539157599916
714,-60,-60.0,-60.0,0.024897098541259766,0.013305902481079102,-0.011591196060180664,False,0.5344358684618773
753,0,,0.0,0.023297786712646484,0.011137008666992188,-0.012160778045654297,False,0.4780286129474611
327,-26,-26.0,-26.0,0.026648283004760742,0.015192031860351562,-0.01145625114440918,False,0.5700942104839359
382,-30,-30.0,-30.0,0.026222944259643555,0.012806892395019531,-0.013416051864624023,False,0.4883849909534763
451,-250,-250.0,-250.0,0.024713993072509766,0.013604164123535156,-0.01110982894897461,False,0.5504640259314284
522,-206,-206.0,-206.0,0.024892330169677734,0.012146949768066406,-0.012745380401611328,False,0.48797961802961515
218,-60,-60.0,-60.0,0.023581981658935547,0.012015819549560547,-0.011566162109375,False,0.5095339197250025
787,-220,-226.0,-220.0,0.03069901466369629,0.01361083984375,-0.01708817481994629,False,0.44336406209954876
436,-54,-55.0,-54.0,0.029783964157104492,0.013659238815307617,-0.016124725341796875,False,0.4586105040705074
764,-190,-190.0,-190.0,0.028764963150024414,0.01283884048461914,-0.015926122665405273,False,0.4463360657775862
88,0,0.0,0.0,0.026214122772216797,0.011482715606689453,-0.014731407165527344,False,0.4380354706684857
63,-163,-164.0,-163.0,0.02742624282836914,0.014580011367797852,-0.012846231460571289,False,0.5316080463167412
826,-230,-230.0,-230.0,0.025947093963623047,0.012203693389892578,-0.013743400573730469,False,0.47032987227786455
716,0,0.0,0.0,0.025706052780151367,0.011713027954101562,-0.013993024826049805,False,0.4556525287750767
351,-49,-49.0,-49.0,0.02460312843322754,0.01322174072265625,-0.011381387710571289,False,0.5374007926894266
936,-100,-100.0,-100.0,0.02549600601196289,0.010935068130493164,-0.014560937881469727,False,0.428893377471058
256,-46,-46.0,-46.0,0.028967857360839844,0.018934011459350586,-0.010033845901489258,False,0.6536213991769547
635,-70,-70.0,-70.0,0.024734020233154297,0.011688947677612305,-0.013045072555541992,False,0.4725858379441306
644,-191,-193.0,-191.0,0.025211811065673828,0.012945175170898438,-0.01226663589477539,False,0.5134567737786772
554,-60,-60.0,-60.0,0.02635812759399414,0.01141810417175293,-0.014940023422241211,False,0.43319101977314256
959,-80,-82.0,-80.0,0.025656938552856445,0.012959003448486328,-0.012697935104370117,False,0.5050876752808675
168,-76,-82.0,-76.0,0.027025938034057617,0.012954950332641602,-0.014070987701416016,False,0.4793524767323894
917,-53,-53.0,-53.0,0.027640104293823242,0.012032032012939453,-0.015608072280883789,False,0.4353106589264304
528,-24,-48.0,-24.0,0.024801015853881836,0.014554023742675781,-0.010246992111206055,False,0.5868317583611317
823,-80,-80.0,-80.0,0.025460004806518555,0.01297307014465332,-0.012486934661865234,False,0.5095470422429696
985,-30,-30.0,-30.0,0.023517847061157227,0.01139378547668457,-0.012124061584472656,False,0.4844740016828702
816,-70,-71.0,-70.0,0.028991222381591797,0.012794017791748047,-0.01619720458984375,False,0.4413066004375072
86,0,0.0,0.0,0.02523493766784668,0.01146388053894043,-0.01377105712890625,False,0.45428606520979187
432,-170,-170.0,-170.0,0.02612614631652832,0.013139009475708008,-0.012987136840820312,False,0.5029065257663281
184,-206,-206.0,-206.0,0.024996280670166016,0.013154745101928711,-0.011841535568237305,False,0.5262680986627497
978,-140,-140.0,-140.0,0.02722907066345215,0.013171911239624023,-0.014057159423828125,False,0.48374442897545683
534,-50,-50.0,-50.0,0.023974895477294922,0.012304067611694336,-0.011670827865600586,False,0.5132063087969132
294,0,0.0,0.0,0.02525186538696289,0.012585878372192383,-0.012665987014770508,False,0.49841380742866853
892,-8,-9.0,-8.0,0.024948835372924805,0.01237797737121582,-0.012570858001708984,False,0.4961344762669266
425,0,0.0,0.0,0.026285171508789062,0.01973414421081543,-0.006551027297973633,False,0.7507709890428851
713,-90,-90.0,-90.0,0.027467966079711914,0.013570070266723633,-0.013897895812988281,False,0.49403258425991026
260,-90,-90.0,-90.0,0.02439403533935547,0.012707948684692383,-0.011686086654663086,False,0.5209449157512022
237,-6,-12.0,-6.0,0.02631402015686035,0.01240086555480957,-0.013913154602050781,False,0.47126457610379724
559,-6,-6.0,-6.0,0.025495052337646484,0.011353731155395508,-0.014141321182250977,False,0.4453307647707932
583,-96,-106.0,-96.0,0.0287630558013916,0.012705087661743164,-0.016057968139648438,False,0.4417155030213609
445,-90,-90.0,-90.0,0.024171113967895508,0.013019800186157227,-0.011151313781738281,False,0.53865122656119
867,-100,-100.0,-100.0,0.0271909236907959,0.01106405258178711,-0.01612687110900879,False,0.4069024174243952
800,-158,-160.0,-158.0,0.028271913528442383,0.01213693618774414,-0.016134977340698242,False,0.42929305706647775
599,-80,-80.0,-80.0,0.024138927459716797,0.011912107467651367,-0.01222681999206543,False,0.49348122394958815
849,-46,-51.0,-46.0,0.028542280197143555,0.012968778610229492,-0.015573501586914062,False,0.4543707973102786
265,-23,-23.0,-23.0,0.027517318725585938,0.012768030166625977,-0.014749288558959961,False,0.4639997920565606
995,-115,-132.0,-115.0,0.029137849807739258,0.014488935470581055,-0.014648914337158203,False,0.4972547928616432
529,-56,-56.0,-56.0,0.026477813720703125,0.013893842697143555,-0.01258397102355957,False,0.5247352686932719
55,-240,-240.0,-240.0,0.02696394920349121,0.012005090713500977,-0.014958858489990234,False,0.4452274636367656
120,-80,-80.0,-80.0,0.023452043533325195,0.011815071105957031,-0.011636972427368164,False,0.503797082295532
215,-200,-200.0,-200.0,0.025877952575683594,0.012884855270385742,-0.012993097305297852,False,0.4979086051225355
25,-24,-24.0,-24.0,0.02681136131286621,0.011610984802246094,-0.015200376510620117,False,0.43306211373438264
72,-25,-25.0,-25.0,0.025438785552978516,0.012041807174682617,-0.013396978378295898,False,0.47336407430317345
44,-43,-49.0,-43.0,0.024809837341308594,0.012470006942749023,-0.01233983039855957,False,0.5026234864501249
247,-9,-9.0,-9.0,0.026762962341308594,0.012422800064086914,-0.01434016227722168,False,0.46417881195880695
721,-60,-60.0,-60.0,0.025476694107055664,0.011020898818969727,-0.014455795288085938,False,0.43258747672122555
281,-125,-135.0,-125.0,0.0257570743560791,0.011736154556274414,-0.014020919799804688,False,0.4556478113169124
893,-65,-65.0,-65.0,0.0271759033203125,0.013042211532592773,-0.014133691787719727,False,0.4799182341381246
914,-18,-18.0,-18.0,0.02603602409362793,0.011296987533569336,-0.014739036560058594,False,0.4338983361262969
810,-50,-51.0,-50.0,0.025873899459838867,0.014676094055175781,-0.011197805404663086,False,0.5672161661583259
244,-42,-42.0,-42.0,0.02395319938659668,0.012900829315185547,-0.011052370071411133,False,0.5385848089422397
822,-24,-30.0,-24.0,0.027107954025268555,0.013516902923583984,-0.01359105110168457,False,0.4986323538465598
321,0,0.0,0.0,0.023694753646850586,0.01343989372253418,-0.010254859924316406,False,0.5672096837487297
643,-100,-100.0,-100.0,0.02478957176208496,0.012274980545043945,-0.012514591217041016,False,0.49516710747775905
158,-25,-25.0,-25.0,0.024186134338378906,0.01217508316040039,-0.012011051177978516,False,0.503391033476598
977,-36,-36.0,-36.0,0.023772239685058594,0.013910055160522461,-0.009862184524536133,False,0.5851386047257994
429,-89,-89.0,-89.0,0.026654958724975586,0.017266035079956055,-0.009388923645019531,False,0.647760713423197
941,-140,-140.0,-140.0,0.02414417266845703,0.012242794036865234,-0.011901378631591797,False,0.5070703479875183
462,-100,-100.0,-100.0,0.02588486671447754,0.012787818908691406,-0.013097047805786133,False,0.4940268400740543
309,-3,-3.0,-3.0,0.026660919189453125,0.012699127197265625,-0.0139617919921875,False,0.4763199313206467
697,-64,-64.0,-64.0,0.02538776397705078,0.012688875198364258,-0.012698888778686523,False,0.4998027872732054
60,-30,-30.0,-30.0,0.022938251495361328,0.010912179946899414,-0.012026071548461914,False,0.47571977964868517
884,-17,-32.0,-17.0,0.0287930965423584,0.015502214431762695,-0.013290882110595703,False,0.5384003908352447
595,-154,-166.0,-154.0,0.025417089462280273,0.012997865676879883,-0.01241922378540039,False,0.5113829298263717
767,-58,-62.0,-58.0,0.025739192962646484,0.012244939804077148,-0.013494253158569336,False,0.4757313029140962
649,-22,-28.0,-22.0,0.02616286277770996,0.012841939926147461,-0.0133209228515625,False,0.4908461293115232
650,-32,-32.0,-32.0,0.025838136672973633,0.014872074127197266,-0.010966062545776367,False,0.5755861699869894
865,-40,-40.0,-40.0,0.023080825805664062,0.0119171142578125,-0.011163711547851562,False,0.5163209652094868
668,-60,-62.0,-60.0,0.0265810489654541,0.013108968734741211,-0.01347208023071289,False,0.4931697297491232
298,-117,-121.0,-117.0,0.025840044021606445,0.012243032455444336,-0.01359701156616211,False,0.47380075843551916
689,-80,-80.0,-80.0,0.027413129806518555,0.011394977569580078,-0.016018152236938477,False,0.4156759060350151
314,-120,-120.0,-120.0,0.02614593505859375,0.011822938919067383,-0.014322996139526367,False,0.45219032681645754
310,-86,-86.0,-86.0,0.02366781234741211,0.01176595687866211,-0.01190185546875,False,0.49712904200664854
361,-28,-31.0,-28.0,0.025580644607543945,0.012337923049926758,-0.013242721557617188,False,0.48231478288425156
479,0,0.0,0.0,0.03234601020812988,0.01464390754699707,-0.017702102661132812,False,0.45272685727763895
110,-150,-150.0,-150.0,0.028516769409179688,0.011933088302612305,-0.016583681106567383,False,0.41845863152966356
989,-239,-239.0,-239.0,0.026915788650512695,0.013962984085083008,-0.012952804565429688,False,0.5187655567661414
486,-20,-20.0,-20.0,0.026134014129638672,0.01320505142211914,-0.012928962707519531,False,0.5052821719853303
363,0,0.0,0.0,0.02609992027282715,0.013330936431884766,-0.012768983840942383,False,0.5107654081902969
254,0,0.0,0.0,0.025240182876586914,0.01290440559387207,-0.012335777282714844,False,0.5112643461011666
259,-130,-130.0,-130.0,0.024040937423706055,0.014245033264160156,-0.009795904159545898,False,0.5925323548371101
802,-14,-15.0,-14.0,0.02694416046142578,0.013671875,-0.013272285461425781,False,0.5074151417548579
677,-156,-168.0,-156.0,0.026978015899658203,0.014447927474975586,-0.012530088424682617,False,0.5355444792053308
494,0,0.0,0.0,0.02326202392578125,0.011883974075317383,-0.011378049850463867,False,0.5108744670383732
670,-13,-14.0,-13.0,0.02358102798461914,0.012134313583374023,-0.011446714401245117,False,0.5145794997270136
377,-90,-90.0,-90.0,0.02889394760131836,0.014384746551513672,-0.014509201049804688,False,0.49784635696014523
526,-103,-111.0,-103.0,0.025310993194580078,0.014084100723266602,-0.011226892471313477,False,0.5564420414084136
845,-91,-91.0,-91.0,0.027202129364013672,0.012111186981201172,-0.0150909423828125,False,0.4452293722719863
137,-128,-128.0,-128.0,0.024160146713256836,0.011593818664550781,-0.012566328048706055,False,0.4798736862880545
355,-91,-91.0,-91.0,0.025044918060302734,0.012124300003051758,-0.012920618057250977,False,0.48410220284446814
365,-19,-22.0,-19.0,0.027910947799682617,0.03171110153198242,0.0038001537322998047,True,1.1361528013872397
942,-36,-36.0,-36.0,0.02547001838684082,0.012441158294677734,-0.013028860092163086,False,0.488462870568853
749,-20,-20.0,-20.0,0.027112960815429688,0.011398077011108398,-0.01571488380432129,False,0.4203921913471685
948,-50,-50.0,-50.0,0.02397894859313965,0.010926008224487305,-0.013052940368652344,False,0.4556500124285359
829,0,0.0,0.0,0.02590489387512207,0.011744022369384766,-0.014160871505737305,False,0.4533514951266877
656,0,0.0,0.0,0.027749061584472656,0.011651754379272461,-0.016097307205200195,False,0.41989724026531944
199,-18,-28.0,-18.0,0.0255429744720459,0.012651205062866211,-0.012891769409179688,False,0.4952909880057871
213,-80,-80.0,-80.0,0.024879932403564453,0.013229131698608398,-0.011650800704956055,False,0.5317189566283995
408,-30,-30.0,-30.0,0.026907920837402344,0.011363744735717773,-0.01554417610168457,False,0.4223196881091618
332,-228,-228.0,-228.0,0.028422832489013672,0.013356208801269531,-0.01506662368774414,False,0.46991125203415707
208,-70,-70.0,-70.0,0.02502727508544922,0.011737823486328125,-0.013289451599121094,False,0.46900125747818466
613,-130,-130.0,-130.0,0.026768207550048828,0.011904001235961914,-0.014864206314086914,False,0.44470669968113724
78,-111,-111.0,-111.0,0.02503824234008789,0.01300501823425293,-0.012033224105834961,False,0.5194061970328896
